iter	MultiClass
155	0.97024972
156	0.9695216898
157	0.9683219671
158	0.9673895613
159	0.9665563976
160	0.9657766476
161	0.9651715348
162	0.9637876426
163	0.962979327
164	0.9621116251
165	0.961235071
166	0.9603181969
167	0.9597646197
168	0.9589893296
169	0.958208991
170	0.9574701823
171	0.9571159171
172	0.9559693112
173	0.9551789474
174	0.9546272041
175	0.9535453772
176	0.9520955665
177	0.9509902764
178	0.9503654762
179	0.9495069255
180	0.9481390452
181	0.9472890527
182	0.9466626667
183	0.9458338379
184	0.9446122798
185	0.9436323156
186	0.9429008254
187	0.9424369096
188	0.9416514988
189	0.9412374722
190	0.9405648394
191	0.9397060474
192	0.9386105661
193	0.937722407
194	0.9367836444
195	0.9357531245
196	0.9349555324
197	0.9340005436
198	0.9328820654
199	0.9318197394
200	0.9309823985
201	0.9303548848
202	0.9291993235
203	0.9283640966
204	0.9272494416
205	0.9265491451
206	0.9257903848
207	0.9249853935
208	0.9239927296
209	0.9231474564
210	0.9225843875
211	0.9219025259
212	0.9210487132
213	0.9203209573
214	0.9196605883
215	0.9190188533
216	0.9184508586
217	0.9176082317
218	0.9166190186
219	0.9158689809
220	0.9145903831
221	0.9135746182
222	0.9126405764
223	0.9116428833
224	0.910616003
225	0.9093572241
226	0.9088030966
227	0.9079804686
228	0.9070296336
229	0.9067792933
230	0.9061390299
231	0.905508013
232	0.9050040215
233	0.9042962446
234	0.9034300299
235	0.9029778414
236	0.9024362026
237	0.9015533808
238	0.9005688865
239	0.8995361391
240	0.8987896942
241	0.8975123033
242	0.8964228064
243	0.8955019779
244	0.8947502237
245	0.8941790082
246	0.8933861689
247	0.8923916138
248	0.8918943931
249	0.8909847474
250	0.8901453008
251	0.8895541517
252	0.8888899703
253	0.8884427196
254	0.8879711189
255	0.887410935
256	0.8865904412
257	0.8855563333
258	0.8850934562
259	0.8847344677
260	0.8838283235
261	0.8831684129
262	0.8824045353
263	0.8816936692
264	0.8808070819
265	0.8802179025
266	0.8792802593
267	0.8782359181
268	0.8771642088
269	0.8760794217
270	0.8750547831
271	0.8741357149
272	0.8734798831
273	0.8727554796
274	0.8720696111
275	0.871479968
276	0.870718411
277	0.8703084603
278	0.8692763781
279	0.8684943416
280	0.8678461294
281	0.8672767684
282	0.8663672979
283	0.8660839576
284	0.8651511184
285	0.8645352779
286	0.8638955023
287	0.8634557901
288	0.8627372488
289	0.8620514454
290	0.8611399531
291	0.8605844385
292	0.8599093584
293	0.8593261321
294	0.8589035194
295	0.8581034682
296	0.8572716089
297	0.8563517841
298	0.8557961829
299	0.8550455666
300	0.8547598239
301	0.853928848
302	0.8530553111
303	0.8520148807
304	0.8514902264
305	0.8506881219
306	0.8503680914
307	0.8493080353
308	0.8487004568
309	0.8475806159
310	0.8470258832
311	0.8467082956
312	0.8460227324
313	0.8452737735
314	0.8446442114
315	0.8444079963
316	0.8435777837
317	0.8430822242
318	0.8423373739
319	0.8415485111
320	0.8408660361
321	0.8402409753
322	0.8399416185
323	0.8395979821
324	0.8389458875
325	0.8383151594
326	0.8377264072
327	0.8368546436
328	0.8362243904
329	0.8353122771
330	0.8347557875
331	0.8342687668
332	0.8333818858
333	0.8329487488
334	0.8326503883
335	0.8323138164
336	0.8319419145
337	0.8316599213
338	0.8306894957
339	0.8294899324
340	0.8289144122
341	0.8281325369
342	0.827461284
343	0.8268147202
344	0.8261211802
345	0.8256845895
346	0.8252478671
347	0.8245090067
348	0.8236294023
349	0.8225912935
350	0.8218471115
351	0.8213777341
352	0.8208707894
353	0.8202167653
354	0.8194806919
355	0.8187671719
356	0.8181959081
357	0.8176135185
358	0.8169201562
359	0.8163371779
360	0.8155869073
361	0.8151539694
362	0.8144403436
363	0.8137774212
364	0.8127269922
365	0.8121665113
366	0.8112617637
367	0.8107677902
368	0.810209163
369	0.8095910688
370	0.8091421937
371	0.8087013067
372	0.8080601842
373	0.8073679991
374	0.8067299313
375	0.8059423493
376	0.8051439558
377	0.8048790508
378	0.8041889359
379	0.80370012
380	0.8029412532
381	0.8025743152
382	0.8020265427
383	0.8013163028
384	0.8006505833
385	0.7999896858
386	0.7995761418
387	0.7991173099
388	0.7985324914
389	0.7978684741
390	0.7972817635
391	0.7967809268
392	0.7960723654
393	0.7954843553
394	0.7951484274
395	0.7946092009
396	0.7941072334
397	0.793812608
398	0.7934411257
399	0.7929410987
400	0.7924140438
401	0.7917885252
402	0.7911404542
403	0.7907704611
404	0.7902715615
405	0.7892264528
406	0.7885542431
407	0.7879401869
408	0.7870047809
409	0.7863116603
410	0.7857555873
411	0.7849980068
412	0.7844933158
413	0.7840695017
414	0.7834002421
415	0.782801837
416	0.7820576097
417	0.7813568579
418	0.7809626712
419	0.7798568118
420	0.7790741995
421	0.7783635964
422	0.7777553428
423	0.7774492867
424	0.7769266291
425	0.7765730208
426	0.7759678909
427	0.7754938422
428	0.7750940608
429	0.774657017
430	0.7741441817
431	0.7736232256
432	0.7732356537
433	0.7729485905
434	0.772182397
435	0.7718395239
436	0.7712725945
437	0.7706336717
438	0.7703118897
439	0.7697143832
440	0.7689548494
441	0.7684869708
442	0.7674789544
443	0.7669127534
444	0.7662745732
445	0.765719185
446	0.7650611928
447	0.7646572661
448	0.7641483019
449	0.7637395218
450	0.7631313584
451	0.7625131286
452	0.7618655424
453	0.7613101944
454	0.760810398
455	0.7602565929
456	0.7598523389
457	0.7593047755
458	0.7586104745
459	0.7578173848
460	0.7572241176
461	0.7567888691
462	0.7563698388
463	0.756001779
464	0.7553817672
465	0.75507083
466	0.7544509465
467	0.7538611423
468	0.7533527028
469	0.7528326882
470	0.7524863236
471	0.7518736939
472	0.7514500036
473	0.7510401939
474	0.7505588956
475	0.7500052541
476	0.7492445828
477	0.7486275836
478	0.7479788099
479	0.7473747096
480	0.7466804763
481	0.7461875182
482	0.7453410288
483	0.744863765
484	0.7442913571
485	0.7436618897
486	0.7432197585
487	0.7424473256
488	0.7419517975
489	0.7415646497
490	0.7409018074
491	0.7404451915
492	0.739852515
493	0.7390275724
494	0.7381926312
495	0.7377990239
496	0.7374043739
497	0.7369229254
498	0.736466874
499	0.736121307
500	0.7357602066
501	0.7353520144
502	0.7349706292
503	0.734275339
504	0.7338134101
505	0.7330316961
506	0.7326651315
507	0.7319871293
508	0.73155729
509	0.7312268121
510	0.7307662548
511	0.7303411859
512	0.7299618812
513	0.729613408
514	0.7288781353
515	0.7283134578
516	0.7275813518
517	0.7269985878
518	0.7263664416
519	0.7256806831
520	0.7252314899
521	0.7249516635
522	0.7243165624
523	0.7235964089
524	0.7229885453
525	0.7225913614
526	0.7219153971
527	0.7215756941
528	0.7207996912
529	0.7201379026
530	0.7197837532
531	0.7193824276
532	0.71892651
533	0.718565953
534	0.7178423176
535	0.7172245367
536	0.7163503233
537	0.7158532124
538	0.714895844
539	0.714427051
540	0.7140859702
541	0.7135419945
542	0.7131815421
543	0.7128620034
544	0.7117361301
545	0.7111152323
546	0.7104852798
547	0.7095453978
548	0.7089482478
549	0.7083644268
550	0.7075543813
551	0.7072123519
552	0.7067407178
553	0.706220061
554	0.705874538
555	0.7052412836
556	0.7048267738
557	0.7044040992
558	0.7039203662
559	0.7031592255
560	0.7029247892
561	0.7024847683
562	0.7020711092
563	0.7015017508
564	0.7009910789
565	0.7004234711
566	0.6999705628
567	0.6994730749
568	0.6992285625
569	0.6986437933
570	0.6980978471
571	0.6976288748
572	0.6970787707
573	0.6964125041
574	0.6960039317
575	0.6955016779
576	0.6950738168
577	0.6945085267
578	0.6941823813
579	0.6935940026
580	0.6931672561
581	0.6928114544
582	0.6924062351
583	0.6917622126
584	0.6911565826
585	0.6907118175
586	0.6900736893
587	0.6895784574
588	0.6889209035
589	0.6885663541
590	0.6880827104
591	0.6878119356
592	0.6875317509
593	0.6870272281
594	0.6863775709
595	0.6858457551
596	0.6852300019
597	0.6845105637
598	0.6840398684
599	0.6835328309
600	0.6831545254
601	0.6827097355
602	0.6819883725
603	0.6816549089
604	0.6812438887
605	0.6807067651
606	0.6805052401
607	0.6799678965
608	0.6794619611
609	0.6791934112
610	0.6787957636
611	0.6785641693
612	0.6780845292
613	0.6772930441
614	0.6771515649
615	0.6765721537
616	0.6759314164
617	0.67553164
618	0.6747018364
619	0.6742506558
620	0.6738685617
621	0.6734361503
622	0.6732149086
623	0.6728794819
624	0.6725917555
625	0.6723270444
626	0.671762832
627	0.6714133066
628	0.6709142901
629	0.6704930109
630	0.669825975
631	0.6696416396
632	0.6690989677
633	0.668828749
634	0.6684316086
635	0.6676422631
636	0.6672764847
637	0.6665245812
638	0.6659689657
639	0.665500337
640	0.6652992449
641	0.6649225703
642	0.6643089493
643	0.6636002714
644	0.6630697048
645	0.6624103826
646	0.6617133131
647	0.6613256134
648	0.6609565565
649	0.6603952211
650	0.6600111913
651	0.6596775718
652	0.6591560216
653	0.6587853877
654	0.6581433523
655	0.6579026374
656	0.6574366073
657	0.6571167617
658	0.6564622232
659	0.656055306
660	0.6554904292
661	0.6550015621
662	0.6544943643
663	0.6540771766
664	0.6536941469
665	0.6531591317
666	0.6528848336
667	0.652199952
668	0.6519041343
669	0.6512757287
670	0.6505609636
671	0.6500013291
672	0.6494950681
673	0.6490989188
674	0.6487236764
675	0.6481032291
676	0.6476658669
677	0.6472120468
678	0.6466710007
679	0.646181696
680	0.6458087171
681	0.6454138924
682	0.6448176601
683	0.6442063279
684	0.6437742015
685	0.6430794132
686	0.6426962514
687	0.642284464
688	0.6414964133
689	0.6410192465
690	0.6403848879
691	0.6398004045
692	0.6393613897
693	0.6388651539
694	0.6384989328
695	0.6382111566
696	0.6376395026
697	0.6371116938
698	0.6365901437
699	0.6361438679
700	0.6356078161
701	0.6352926431
702	0.634818702
703	0.6341178757
704	0.6335573138
705	0.6333826568
706	0.632809892
707	0.6324523529
708	0.6321090765
709	0.6314890181
710	0.6310129321
711	0.6305048968
712	0.6301025292
713	0.6297855543
714	0.6290649221
715	0.6283283727
716	0.6277226158
717	0.6271923725
718	0.6265072437
719	0.6259681601
720	0.6256422758
721	0.6250599299
722	0.6246253053
723	0.624267407
724	0.6239597542
725	0.6235228526
726	0.6231650273
727	0.6225482499
728	0.6218718494
729	0.6214652626
730	0.6211106485
731	0.6205899116
732	0.6203015498
733	0.6199148354
734	0.6195473634
735	0.6192437937
736	0.6186712291
737	0.6183484575
738	0.6180048585
739	0.6176828255
740	0.6172212229
741	0.6169035328
742	0.6165350753
743	0.6163923974
744	0.6160308727
745	0.6155435263
746	0.614994012
747	0.614574685
748	0.6140931202
749	0.613786625
750	0.6134200139
751	0.6129559636
752	0.6123400999
753	0.6121896002
754	0.6117766865
755	0.6115122813
756	0.6112351894
757	0.6106329407
758	0.6100364759
759	0.60976014
760	0.6091917824
761	0.608687032
762	0.6082155504
763	0.6078357103
764	0.6075941379
765	0.6070095372
766	0.6064371924
767	0.6061501852
768	0.6057063991
769	0.6051481961
770	0.6044346275
771	0.6040171657
772	0.6034103455
773	0.6032159219
774	0.6029056447
775	0.602507691
776	0.6022165066
777	0.6016041916
778	0.601434993
779	0.6008547675
780	0.6006054876
781	0.5998174088
782	0.5993924614
783	0.5988320944
784	0.5983435683
785	0.5981006081
786	0.5976029236
787	0.597282061
788	0.5970176338
789	0.5964697632
790	0.5961479396
791	0.5957340555
792	0.5955389587
793	0.595260165
794	0.5948002958
795	0.5942990346
796	0.5939247371
797	0.5936146532
798	0.593199327
799	0.5927975254
800	0.5924015028
801	0.5919882746
802	0.5917662265
803	0.5911599382
804	0.5908800974
805	0.590667316
806	0.5901390303
807	0.5897428311
808	0.5892423675
809	0.5888011468
810	0.5884978273
811	0.5881191648
812	0.587843447
813	0.5876485591
814	0.5874443274
815	0.5870178608
816	0.5865608918
817	0.5861613243
818	0.5858111046
819	0.5854717788
820	0.5851194862
821	0.5846735526
822	0.5841061655
823	0.5837697226
824	0.5831275516
825	0.5825133614
826	0.5819968504
827	0.5818095492
828	0.5811346866
829	0.5808326734
830	0.580458517
831	0.5798836468
832	0.5793230302
833	0.5789872356
834	0.5787318692
835	0.5783982403
836	0.5780866735
837	0.5777698884
838	0.5774385476
839	0.5772192747
840	0.5766316797
841	0.5763071246
842	0.5758850146
843	0.5753556966
844	0.5749828714
845	0.5748083719
846	0.5742749329
847	0.5739721485
848	0.5737156112
849	0.5733463635
850	0.5729092046
851	0.5722362746
852	0.5716790814
853	0.5709004787
854	0.5705723973
855	0.570092122
856	0.5697631371
857	0.5692253527
858	0.5690815238
859	0.5686753528
860	0.5683156722
861	0.567908013
862	0.5674595971
863	0.567004495
864	0.5667994724
865	0.566273303
866	0.5656621861
867	0.5654033939
868	0.5649537769
869	0.5646377468
870	0.5642586968
871	0.5638668391
872	0.5634178074
873	0.5631333385
874	0.5628571039
875	0.5626344701
876	0.5622791564
877	0.5620629515
878	0.5616653899
879	0.5611585858
880	0.5609387175
881	0.5603361038
882	0.5598832823
883	0.5594901931
884	0.5589951601
885	0.5585268782
886	0.5582845113
887	0.5579308295
888	0.5575136137
889	0.5572627915
890	0.5569081959
891	0.5564808212
892	0.5561117958
893	0.5558220186
894	0.5555538524
895	0.5551594084
896	0.554983671
897	0.5546756336
898	0.5543784202
899	0.5539527461
900	0.5536482705
901	0.5534442116
902	0.553226653
903	0.5527582173
904	0.5524996712
905	0.5521709805
906	0.5519071106
907	0.5513561652
908	0.5509577169
909	0.5506814075
910	0.5503069827
911	0.5498853611
912	0.5495498753
913	0.5492956288
914	0.5488944823
915	0.5486763542
916	0.548360094
917	0.5480825643
918	0.5478525601
919	0.5474512859
920	0.5472775324
921	0.5470205164
922	0.5466966759
923	0.5463623915
924	0.5459518811
925	0.5455735211
926	0.5451328119
927	0.5446720697
928	0.5441909967
929	0.5438565573
930	0.5436510829
931	0.5434339565
932	0.5430860158
933	0.5426743465
934	0.5424122478
935	0.5422530437
936	0.5417434024
937	0.5414405776
938	0.5409022458
939	0.540606201
940	0.5401167456
941	0.539735957
942	0.5392818118
943	0.5389355037
944	0.5385872069
945	0.5382139699
946	0.5378777447
947	0.53749643
948	0.5371817389
949	0.5369312957
950	0.5364637928
951	0.535901112
952	0.5356400906
953	0.5354123579
954	0.5352304966
955	0.5347548415
956	0.5345116473
957	0.53426389
958	0.5337042014
959	0.5331140074
960	0.5329317505
961	0.5325113455
962	0.5321105329
963	0.5316756565
964	0.5313392281
965	0.5308779801
966	0.5304257891
967	0.5300225896
968	0.5298349389
969	0.5293841794
970	0.5290332655
971	0.5287172384
972	0.5283308058
973	0.528165222
974	0.5276572683
975	0.5273485557
976	0.5271133803
977	0.5269317524
978	0.5265732292
979	0.5262754885
980	0.5258837715
981	0.5253991527
982	0.52504878
983	0.524694656
984	0.5243855941
985	0.5240544569
986	0.5236737947
987	0.5234487748
988	0.5231915051
989	0.5228777939
990	0.5226659991
991	0.5221580596
992	0.5219728972
993	0.5216165706
994	0.521443317
995	0.5212252714
996	0.5209352708
997	0.5203434233
998	0.5201486821
999	0.5196712634
